objectnummer,titel,geografisch_trefwoord,qid
RP-F-2009-282-6-1,"Hr. Ms. Stationsschip ""Suriname""",Paramaribo (stad),
RP-F-2009-282-6-2,Aan den Waterkant,Paramaribo (stad)$Waterkant,
RP-F-2009-282-7-1,De Tamarindelaan (in den regentijd),Paramaribo (stad)$Tamarindelaan,
RP-F-2009-282-7-2,"Weg naar ""Combé""",Combé$Paramaribo (stad),
RP-F-2009-282-8-1,Woning v/d Maj. de Meester,Paramaribo (stad)$Gouvernementsplein,
RP-F-2009-282-8-2,Gedeelte v/h Gouvernementsplein op 31 Augs.,Paramaribo (stad)$Gouvernementsplein,
RP-F-2009-282-9-1,Ged. v/h Gouvs.plein op 31 Augs.,Paramaribo (stad)$Gouvernementsplein,
RP-F-2009-282-9-2,Ged. v/h Gouvs.plein op 31 Augs.,Paramaribo (stad)$Gouvernementsplein,
RP-F-2009-282-10-1,De Sociëteit,Paramaribo (stad)$Het Park,
RP-F-2009-282-10-2,De Gravenstraat,Paramaribo (stad)$Gravenstraat (Paramaribo),
RP-F-2009-282-11-1,Overdekte Markt op den Heiligen Weg,Paramaribo (stad)$Heiligenweg,
RP-F-2009-282-11-2,Winkel a/d Waterkant,Paramaribo (stad)$Waterkant,
RP-F-2009-282-12-1,Aan den Waterkant,Paramaribo (stad)$Waterkant,
RP-F-2009-282-12-2,Steiger der K.W.I.M.,Paramaribo (stad)$Waterkant,
RP-F-2009-282-13-1,Synagoge der Ned. Isr. Gem.,Paramaribo (stad)$Synagoge Neve Shalom,
RP-F-2009-282-13-2,Kerk der Herv. Gem.,Hervormde Kerk (Paramaribo)$Kerkplein (Paramaribo),
RP-F-2009-282-14,"HIndostaanse contractarbeiders, aan de Waterkant$Br. Ind. Koelies a/d Waterkant",Waterkant,
RP-F-2009-282-15,"Het Militair ""Te Huis"" (Gravenstraat)",Paramaribo (stad)$Gravenstraat (Paramaribo),
RP-F-2009-282-16,Winkel voor Hindostaanse contractarbeiders uit Brits-Indië$Br. Ind. Koeliewinkel,Paramaribo (stad),
RP-F-2009-282-17,Het hospitaal,Paramaribo (stad),
RP-F-2009-282-18-1,Lepra,Paramaribo (stad),
RP-F-2009-282-18-2,Boeboe (Elephantiasis),Paramaribo (stad),
RP-F-2009-282-19-1,Jaios,Paramaribo (stad),
RP-F-2009-282-19-2,Jaios,Paramaribo (stad),
RP-F-2009-282-20,De Heerenstraat,Heerenstraat (Paramaribo),
RP-F-2009-282-21,Onze woning in de Gravenstraat (3 Mrt '95 - 16 Mrt 96),Paramaribo (stad)$Gravenstraat (Paramaribo),
RP-F-2009-282-22-1,Ons Intérieur,Paramaribo (stad)$Gravenstraat (Paramaribo),
RP-F-2009-282-22-2,Ons Intérieur,Paramaribo (stad)$Gravenstraat (Paramaribo),
RP-F-2009-282-23-1,Ons Intérieur,Paramaribo (stad)$Gravenstraat (Paramaribo),
RP-F-2009-282-23-2,Ons Intérieur,Paramaribo (stad)$Gravenstraat (Paramaribo),
RP-F-2009-282-24-1,Dolly en onze trouwe Hector,Paramaribo (stad)$Gravenstraat (Paramaribo),
RP-F-2009-282-24-2,Idylle,Paramaribo (stad)$Gravenstraat (Paramaribo),
RP-F-2009-282-25-1,Echtpaar Lelyveld,Paramaribo (stad)$Gravenstraat (Paramaribo),
RP-F-2009-282-25-2,Echtpaar Lelyveld,Paramaribo (stad)$Gravenstraat (Paramaribo),
RP-F-2009-282-25-3,Woningen achter het huis van Lelyveld aan de Gravenstraat te Paramaribo$Negerwoningen achter ons erf,Paramaribo (stad)$Gravenstraat (Paramaribo),
RP-F-2009-282-26,"De batterij v/h Fort ""Zeelandia""",Fort Zeelandia (Paramaribo),
RP-F-2009-282-27,"In het Fort ""Zeelandia""",Fort Zeelandia (Paramaribo),
RP-F-2009-282-28-1,"Officierswoningen in het Fort ""Zeelandia""",Fort Zeelandia (Paramaribo),
RP-F-2009-282-28-2,De Kazerne,Fort Zeelandia (Paramaribo),
RP-F-2009-282-29-1,"Onze woning in het fort ""Zeelandia"" (16 Mrt '96 - 22 Mei '98)",Fort Zeelandia (Paramaribo),
RP-F-2009-282-29-2,Groepsfoto voor de woning in Fort Zeelandia,Fort Zeelandia (Paramaribo),
RP-F-2009-282-30-1,Stinkvogels / de reinigingsdienst,Fort Zeelandia (Paramaribo),
RP-F-2009-282-30-2,Strafwerkers uit het Burgerl. en mil. Huis van Verzekering i/h Fort Zeelandia,Fort Zeelandia (Paramaribo),
RP-F-2009-282-31-1,Getatoueerde relegué,Fort Zeelandia (Paramaribo),
RP-F-2009-282-31-2,Ontvluchtte relegués i/h Burgerl. en Mil. Huis van Verzekering i/h Fort Zeelandia,Fort Zeelandia (Paramaribo),
RP-F-2009-282-32,Hindostaanse contractarbeiders in het immigrantendepot$Immigranten dépôt,Suriname (Zuid-Amerika)$Paramaribo (stad)$Koeliedepot,
RP-F-2009-282-33-1,Hindostaanse contractarbeiders in het immigrantendepot$Br. Indiërs in het dépôt voor immigranten,Koeliedepot,
RP-F-2009-282-33-2,Hindostaanse contractarbeiders in het immigrantendepot$Br. Indiërs in het dépôt voor immigranten,Koeliedepot,
RP-F-2009-282-34-1,Hindostaanse vrouwen en kinderen in het immigrantendepot$Br. Indische vrouwen en kinderen i/h immigranten dépôt,Koeliedepot,
RP-F-2009-282-34-2,Hindostaanse vrouwen en kinderen in het immigrantendepot$Br. Indische vrouwen en kinderen i/h immigranten dépôt,Koeliedepot,
RP-F-2009-282-36-1,Javaanse vrouwen in het immigrantendepot$Javaansche vrouwen i/h dépôt,,
RP-F-2009-282-36-2,De gammelang,,
RP-F-2009-282-37,De Combé-weg en brug over de Sommeldijksche kreek,Paramaribo (stad)$Combé,
RP-F-2009-282-38-1,De Sommeldijksche kreek,Paramaribo (stad),
RP-F-2009-282-38-2,Woningen van voormalige Hindostaanse contractarbeiders in Combé$Woningen van vrije Br. Ind. koelies (Combé),Combé,
RP-F-2009-282-39-1,Pad naar Tourtonne,Plantage Tourtonne,
RP-F-2009-282-39-2,"Cancantree bij de plantage ""Ma retraite""",Plantage Ma Retraite,
RP-F-2009-282-40,"Cacao-plantage ""Kwatta""",Kwatta (plantage),
RP-F-2009-282-41-1,"Plantage ""Kwatta"". Weg naar de gronden",Kwatta (plantage),
RP-F-2009-282-41-2,"Woningen voor de contractarbeiders op Plantage Kwatta$Koeliewoningen op ""Kwatta""",Kwatta (plantage),
RP-F-2009-282-42-1,"Cacaoplantage ""De Maasstroom""",Plantage Maasstroom,
RP-F-2009-282-42-2,In de gronden op Maasstroom,Plantage Maasstroom,
RP-F-2009-282-43,"Groep onder de can-cantree van de plantage ""Jagtlust""",Plantage Jagtlust,
RP-F-2009-282-44,"Op ""Mariënburg"" / Suikerfabriek der Ned. Handel Maatschappij",Plantage Mariënburg,
RP-F-2009-282-45,"Suikerfabr. ""Mariënburg""",Plantage Mariënburg,
RP-F-2009-282-46-1,"Suikerfabr. ""Mariënburg""",Plantage Mariënburg,
RP-F-2009-282-46-2,"School voor kinderen van de Hindostaanse contractarbeiders op plantage Mariënburg$School van Br. Ind. Koeliekinderen a/d plantage ""Mariënburg""",Plantage Mariënburg,
RP-F-2009-282-47,"Groep in de Dir. woning op ""Mariënburg"" (Mei '95)",Plantage Mariënburg,
RP-F-2009-282-48,"Cacao plantage ""Mariënbosch"" (inspectie 27 aug.s '95)",Plantage Mariënbosch,
RP-F-2009-282-49,De Ricanaukreek (30 Jan. '96),Suriname (Zuid-Amerika),
RP-F-2009-282-50-1,Marrondorp Wanhatti$Boschnegerkamp Wanhatti (bij aankomst op 29 Jan.i '96),Suriname (Zuid-Amerika),
RP-F-2009-282-50-2,Heilige plaats in het kamp Wanhatti (30 Jan.i '96),Suriname (Zuid-Amerika),
RP-F-2009-282-51,Groep op Chatillon v/h reisgezelschap op 14 Augs. '95,Plantage Groot-Chatillon,
RP-F-2009-282-52-1,Politiepost op Onoribo,Onoribo,
RP-F-2009-282-52-2,Dorp Onoribo,Onoribo,
RP-F-2009-282-53,Huldebetoon a/d Gouverneur op Onoribo (8 nov. '95),Onoribo,
RP-F-2009-282-54,De Saramacca (gen. van Groningen). (17 octr. '95),Suriname (Zuid-Amerika),
RP-F-2009-282-55,In de Para savanne (tusschen Post Republiek en Berlijn),Republiek (Suriname)$Berlijn (Suriname)$Suriname (Zuid-Amerika),
RP-F-2009-282-56-1,Marrondorp aan de Saramacca$Boschnegerkamp a/d Saramacca (tusschen de Poika en Kromhoekse-kreek) (18 octr. '95),Suriname (Zuid-Amerika),
RP-F-2009-282-56-2,Marrondorp aan de Saramacca$Boschnegerkamp a/d Saramacca (tusschen de Poika en Kromhoekse-kreek) (18 octr. '95),Suriname (Zuid-Amerika),
RP-F-2009-282-57-1,Groep Saramaccaner Marrons$Groep Marrons$Groep Boschnegers in het kamp a/d Maho-kreek (Saramacca) (19 octr. '95),Suriname (Zuid-Amerika),
RP-F-2009-282-57-2,Dorp aan de Groote Poïka-kreek (Saramacca)$Indianen in het kamp a/d Groote Poïka-kreek (Saramacca),Suriname (Zuid-Amerika),
RP-F-2009-282-58-1,Coronie / Laan van cocospalmen (30 Sept. '95),Coronie,
RP-F-2009-282-58-2,"Ons ""véhikel"" op Coronie (30 Sept. '95)",Coronie,
RP-F-2009-282-59,Batavia. vroeger leprosen établissement a/d Coppename (7 Augs. '95),Suriname (Zuid-Amerika),
RP-F-2009-282-60,Bezoek aan een dorp aan de Tittiebo-kreek te Wayombo$Bezoek a/h Indianenkamp a/d Tittiebo-kreek (Wayombo) 6 Augs. '95,Suriname (Zuid-Amerika),
RP-F-2009-282-61,Dorp aan de Tittiebo-kreek$Indianenkamp a/d Tittiebo-kreek,Suriname (Zuid-Amerika),
RP-F-2009-282-62-1,Groepsportret van bewoners van een dorp aan de Tittiebo-kreek$Indianen uit het kamp a/d Tittiebo-kreek,Suriname (Zuid-Amerika),
RP-F-2009-282-62-2,"Interieur van een woning aan de Donders Kreek, Suriname$Intérieur v/e Indianenwoning. Kamp a/d Donderkreek (Wayombo). 6 Augs. '95",Suriname (Zuid-Amerika),
RP-F-2009-282-63,Het reisgezelschap van gouverneur Titus van Asch van Wijck in een dorp aan de Donderskreek$Het reisgezelschap in het Indianenkamp a/d Donderkreek (6 Augs. '95),Suriname (Zuid-Amerika),
RP-F-2009-282-64-1,Surinaamse Caraïben langs boord$Caraïben langs boord. Albina (Augs. '97),Albina,
RP-F-2009-282-64-2,Marrondorp$Boschnegerdorp,Albina,
RP-F-2009-282-64-3,Korjaal met Marrons$Corjaal met Boschnegers. Albina (Augs. '97),Albina,
RP-F-2009-282-64-4,Albina (Augs. '97),Albina,
RP-F-2009-282-65-1,Marrondorp bij Albina$In het Boschnegerkamp op Albina (Augs. '97),Albina,
RP-F-2009-282-65-2,Marrondorp bij Albina$Boschnegerkamp op Albina (Jani. '95),Albina,
RP-F-2009-282-65-3,Marrondorp bij Albina$Boschnegerkamp Albina (Augs. '97),Albina,
RP-F-2009-282-71,"Aan boord v/d ""Curaçao"" (7 Sept. '95)",Suriname (Zuid-Amerika),
RP-F-2009-282-72-1,Hindostaanse contractarbeider met kinderen$Br. Ind. Koelievrouwen en kinderen,Suriname (Zuid-Amerika),
RP-F-2009-282-72-2,Hindostaanse immigranten$Br. Ind. Koelievrouwen en kinderen,Suriname (Zuid-Amerika),
RP-F-2009-282-73-1,Georgientje,Suriname (Zuid-Amerika),
RP-F-2009-282-73-2,Kaboetarie,Suriname (Zuid-Amerika),
RP-F-2009-282-74-1,"Groepen uit ""Zes meisjes en geen man"" ten Gouv.s huize opgevoerd",Suriname (Zuid-Amerika),
RP-F-2009-282-74-2,"Groepen uit ""Zes meisjes en geen man"" ten Gouv.s huize opgevoerd",Suriname (Zuid-Amerika),
RP-F-2009-282-75-1,Japie (kwatta-aap),Suriname (Zuid-Amerika),
RP-F-2009-282-75-2,"""Le contre Amiral Courbet""",Suriname (Zuid-Amerika),
RP-F-2009-282-76-1,"Vijf geslachten in een ""bakje""",Suriname (Zuid-Amerika),
RP-F-2009-282-76-2,"Portret van King, leider van de Saramaccaners, op de dag van zijn installatie$Portret van King, grootopperhoofd van de Saramaccaners$King, grootopperhoofd der Saramaccaner Boschnegers op den dag van zijn installatie",Suriname (Zuid-Amerika),
RP-F-2009-282-77-1,Onze kokkie met dochtertje,Suriname (Zuid-Amerika),
RP-F-2009-282-77-2,Bloemen bij Roosjes geboorte,Suriname (Zuid-Amerika),
RP-F-2009-282-78-1,Adine Hanker en Dolly als kotto misi,Suriname (Zuid-Amerika),
RP-F-2009-282-78-2,"Idem, Dolly met Roosje op den arm",Suriname (Zuid-Amerika),
RP-F-2009-282-79-1,Gezelschap rijtoer 5 Juni '98,Suriname (Zuid-Amerika),
RP-F-2009-282-79-2,Groepsportret,Suriname (Zuid-Amerika),
RP-F-2009-282-80,Eerste steenlegging sluis Saramacca-kanaal,Paramaribo (stad),
RP-F-2009-282-81,"De ""Willem IV"", waarmede wij terugkeerden",Paramaribo (stad),
RP-F-2009-282-82-1,Bezoek aan een dorp aan de Tittiebo-kreek te Wayombo$Bezoek a/h Indianenkamp a/d Tittiebo-kreek (Wayombo) 6 Augs. '95,Suriname (Zuid-Amerika),
RP-F-2009-282-82-2,Drukte langs de Waterkant,Waterkant,
RP-F-2009-282-83-3,Jhr. Mr. T.A.J. van Asch van Wijck / Gouverneur van Suriname,,
NG-1994-32-29,Gezicht op de stad van af de rivier,Paramaribo (stad),
NG-1994-32-5,Plantage Jagtlust - Liberia Koffie,Suriname (Zuid-Amerika)$Plantage Jagtlust,
NG-1994-32-27,R.C. Kerk (Gravenstraat),Paramaribo (stad)$Gravenstraat (Paramaribo),
NG-1994-32-2,Plantage Marienburg - Straat,Suriname (Zuid-Amerika)$Plantage Mariënburg,
NG-1994-32-6-1,Kankantrieboom,Suriname (Zuid-Amerika),
NG-1994-32-6-2,Bakove,Suriname (Zuid-Amerika),
NG-1994-32-6-3,Cocospalm,Suriname (Zuid-Amerika),
NG-1994-32-7,Kreek in de Boven Para,Suriname (Zuid-Amerika),
NG-1994-32-1,Plantage Marienburg. Sluis,Suriname (Zuid-Amerika)$Plantage Mariënburg,
NG-1994-32-18-1,Herrnhutter Begrafenis I,Paramaribo (stad),
NG-1994-32-18-2,Herrnhutter Begrafenis II,Paramaribo (stad),
NG-1994-32-15-1,"Gouvernementsplein, Muziek Woensdagmiddags 5 uur",Gouvernementsplein,
NG-1994-32-15-2,Groote Combéweg,Grote Combéweg,
NG-1994-32-20-1,Karreman,Paramaribo (stad),
NG-1994-32-20-2,De Huiskeer der Gestraften,Paramaribo (stad),
NG-1994-32-19-1,Kerkplein,Kerkplein (Paramaribo),
NG-1994-32-19-2,Postkantoor,Paramaribo (stad),
NG-1994-32-14-1,Heiligenweg,Heiligenweg,
NG-1994-32-14-2,Heiligenweg. Markt,Heiligenweg,
NG-1994-32-22-1,Knuffelsgracht,Knuffelsgracht,
NG-1994-32-22-2,Knuffelsgracht,Knuffelsgracht,
NG-1994-32-21,In het Park,Het Park,
NG-1994-32-11,Hindostaans meisje$Koeliemeisje,Paramaribo (stad),
NG-1994-32-12,Cottomissies,Paramaribo (stad),
NG-1994-32-10,Marronvrouwen en -meisjes$Boschnegerinnen,Suriname (Zuid-Amerika),
NG-1994-32-8,Drie Surinaamse vrouwen en een kind$Indianen,Suriname (Zuid-Amerika),
NG-1994-32-28,Interieur R.C. Kerk,Paramaribo (stad),
NG-1994-32-25,Onder de Markt (Heiligenweg) Verkoopsters van Cassavebrood en Pindakaas,Paramaribo (stad)$Heiligenweg,
NG-1994-32-23,Onze Buren: de Hr & Mw Poggie,Paramaribo (stad),
NG-1994-32-16-1,Waterkant Markt,Paramaribo (stad),
NG-1994-32-16-2,Bananenmarkt 's morgens 6 uur,Paramaribo (stad),
NG-1994-32-9,Marrondorp$Boschneger kamp,Suriname (Zuid-Amerika),
NG-1994-32-4,Plantage Marienburg / Malen van suikerriet,Suriname (Zuid-Amerika)$Plantage Mariënburg,
NG-1994-32-30,Noorderkerkstraat (Surinaamsche Bank),Paramaribo (stad),
NG-1994-32-31,Buitensocieteit Het Park,Het Park,
NG-1994-32-26,Gouvernementsplein,Gouvernementsplein,
NG-1994-32-24,Paramaribo,Paramaribo (stad),
NG-1994-32-17-1,Vischvrouwen,Paramaribo (stad),
NG-1994-32-17-2,Marrons$Boschnegers,Paramaribo (stad),
NG-1994-32-3,Plantage Marienburg - Fabrieksgebouw,Suriname (Zuid-Amerika)$Plantage Mariënburg,
NG-2009-126-1,Familiefoto van moeder en kinderen Gonggrijp,Suriname (Zuid-Amerika)$Plantage Nijd en Spijt$Plantage Morgenstond,
NG-2009-126-3,Kinderfoto van Maria Gonggrijp,Suriname (Zuid-Amerika)$Plantage Nijd en Spijt$Plantage Morgenstond,
NG-2009-126-4,Kinderfoto van Maria Gonggrijp,Suriname (Zuid-Amerika)$Plantage Nijd en Spijt$Plantage Morgenstond,
NG-2009-126-5,Familie Gonggrijp,Suriname (Zuid-Amerika)$Plantage Nijd en Spijt$Plantage Morgenstond,
NG-2009-126-6-1,Maria Gonggrijp,Suriname (Zuid-Amerika)$Plantage Nijd en Spijt$Plantage Morgenstond,
NG-2009-126-6-2,Maria Gonggrijp,Suriname (Zuid-Amerika)$Plantage Nijd en Spijt$Plantage Morgenstond,
NG-2009-126-8-1,Maria Gonggrijp in Wageningen,Suriname (Zuid-Amerika)$Wageningen,
NG-2009-126-8-2,Maria Gonggrijp in Wageningen,Suriname (Zuid-Amerika)$Wageningen,
NG-2009-126-9-1,Maria Gonggrijp in Paramaribo,Paramaribo (stad)$Plantage Nijd en Spijt$Plantage Morgenstond,
NG-2009-126-9-2,Maria Gonggrijp met een vriendin,Suriname (Zuid-Amerika)$Plantage Nijd en Spijt$Plantage Morgenstond,
NG-2009-126-9-3,Maria Gonggrijp,Suriname (Zuid-Amerika)$Plantage Nijd en Spijt$Plantage Morgenstond,
NG-2009-126-10,Maria Gonggrijp met vriendinnen op Morgenstond,Plantage Morgenstond,
NG-2009-126-11,Groepsportret op Morgenstond,Plantage Morgenstond,
NG-2009-126-12-1,Maria Gonggrijp,Suriname (Zuid-Amerika)$Plantage Nijd en Spijt$Plantage Morgenstond,
NG-2009-126-12-2,Maria Gonggrijp op Clevia,Plantage Clevia,
NG-2009-126-13,Groepsfoto op Morgenstond,Plantage Morgenstond,
NG-2009-126-14-1,Maria Gonggrijp als kotomisi,Suriname (Zuid-Amerika)$Plantage Nijd en Spijt$Plantage Morgenstond,
NG-2009-125-21,"Plantagewoning, vermoedelijk op plantage Clevia",Suriname (Zuid-Amerika)$Plantage Clevia,
NG-2009-125-3,In een bootje,Suriname (Zuid-Amerika)$Plantage Clevia,
NG-2009-125-5,Bouwen van een overkapping,Suriname (Zuid-Amerika)$Plantage Clevia,
NG-2009-125-6,Louise Ten Bruggencate-Gonggrijp,Suriname (Zuid-Amerika)$Plantage Clevia$Plantage Morgenstond,
NG-2009-125-7,Maria Gonggrijp en een vriendin,Suriname (Zuid-Amerika)$Plantage Clevia$Plantage Morgenstond,
NG-2009-125-9,Plantagehuis op Morgenstond,Suriname (Zuid-Amerika)$Plantage Morgenstond,
NG-2009-125-11,Familie op bed,Suriname (Zuid-Amerika)$Plantage Morgenstond$Plantage Clevia,
NG-2009-125-13,Op Clevia,Suriname (Zuid-Amerika)$Plantage Clevia,
NG-2009-125-15,Hondje Tip,Suriname (Zuid-Amerika)$Plantage Clevia$Plantage Morgenstond,
NG-2009-125-16,Vrouwen op veranda,Suriname (Zuid-Amerika)$Plantage Clevia$Plantage Morgenstond,
NG-2009-125-17,Maria Gonggrijp met vriendinnen op de trap,Suriname (Zuid-Amerika)$Plantage Clevia,
NG-2009-125-18,Tussen bananenbomen,Suriname (Zuid-Amerika)$Plantage Clevia,
NG-2009-125-19,Maria en Sacha op Clevia,Suriname (Zuid-Amerika)$Plantage Clevia,
NG-2009-125-20,Twee vrouwen in een kano op Clevia,Suriname (Zuid-Amerika)$Plantage Clevia,
NG-2009-129-1,Maria Gonggrijp zwemmend,Suriname (Zuid-Amerika)$Plantage Clevia,
NG-2009-129-2-1,Koninginnedag,Suriname (Zuid-Amerika),
NG-2009-129-3-1,In Het Park,Suriname (Zuid-Amerika)$Paramaribo (stad)$Het Park,
NG-2009-129-2-2,Bezoek aan een goudplacer,Suriname (Zuid-Amerika),
NG-2009-129-3-2,Parade,Suriname (Zuid-Amerika)$Paramaribo (stad),
NG-2009-129-4-1,Op een spoorkarretje,Suriname (Zuid-Amerika)$Plantage Mariënburg,
NG-2009-129-4-2,Kantoor op Marienburg,Suriname (Zuid-Amerika)$Plantage Mariënburg,
NG-2009-129-5,In de tuin op Marienburg,Suriname (Zuid-Amerika)$Plantage Mariënburg,
NG-2009-129-6,Optocht van schoolkinderen,Suriname (Zuid-Amerika)$Paramaribo (stad),
NG-2009-129-7-1,Bacovenboot,Suriname (Zuid-Amerika)$Paramaribo (stad),
NG-2009-129-7-2,Passagiers op het dek,Suriname (Zuid-Amerika)$Paramaribo (stad),
NG-2009-129-8,Groepsfoto bij tennismatch,Suriname (Zuid-Amerika)$Paramaribo (stad),
NG-2009-129-9,Tenniswedstrijd,Suriname (Zuid-Amerika)$Paramaribo (stad),
NG-2009-129-10,Koninginnedag voor het Gouvernementshuis,Suriname (Zuid-Amerika)$Paramaribo (stad)$Gouvernementspaleis,
NG-2009-129-11-1,Op Marienburg,Suriname (Zuid-Amerika)$Plantage Mariënburg,
NG-2009-129-11-2,Op Marienburg,Suriname (Zuid-Amerika)$Plantage Mariënburg,
NG-2009-129-12-1,Op bezoek in een nederzetting in Suriname$Op bezoek in een indianenkamp,Suriname (Zuid-Amerika),
NG-2009-129-12-2,Sociëteit Het Park,Suriname (Zuid-Amerika)$Paramaribo (stad)$Het Park,
NG-2009-129-12-3,Bezoek aan een goudplacer,Suriname (Zuid-Amerika),
NG-2009-129-13,Koninginnedag,Suriname (Zuid-Amerika)$Paramaribo (stad)$Gouvernementspaleis,
NG-2009-129-14,De H.M. Utrecht,Suriname (Zuid-Amerika),
NG-2009-129-15,Landingsdivisie,Suriname (Zuid-Amerika),
NG-2009-129-16-1,Tocht naar Kabelstation,Suriname (Zuid-Amerika),
NG-2009-129-16-2,Tocht naar Kabelstation,Suriname (Zuid-Amerika),
NG-2009-129-16-3,Tocht naar Kabelstation,Suriname (Zuid-Amerika),
NG-2009-129-16-4,Tocht naar Kabelstation,Suriname (Zuid-Amerika),
NG-2009-129-17-1,Bos en water bij Kabelstation,Suriname (Zuid-Amerika),
NG-2009-129-17-2,Kabelstation,Suriname (Zuid-Amerika),
NG-2009-129-17-3,Groepsfoto bij Kabelstation,Suriname (Zuid-Amerika),
NG-2009-129-18-1,Groepsfoto op de Jodensavanne,Suriname (Zuid-Amerika)$Jodensavanne,
NG-2009-129-18-2,Groepsfoto op de bacovenboot,Suriname (Zuid-Amerika),
NG-2009-129-19-1,Op Morgenstond,Suriname (Zuid-Amerika)$Plantage Morgenstond,
NG-2009-129-19-2,Op Morgenstond,Suriname (Zuid-Amerika)$Plantage Morgenstond,
NG-2009-129-20,Per trein naar de Guyana goudplacer,Suriname (Zuid-Amerika),
NG-2009-129-21-1,Op Morgenstond,Suriname (Zuid-Amerika)$Plantage Morgenstond,
NG-2009-129-21-2,Op Morgenstond,Suriname (Zuid-Amerika)$Plantage Morgenstond,
NG-2009-129-22,Kanaal met brug op Morgenstond,Suriname (Zuid-Amerika)$Plantage Morgenstond,
NG-2009-129-23,Groepsfoto op Morgenstond,Suriname (Zuid-Amerika)$Plantage Morgenstond,
NG-2009-129-24,Op plantage Suzanna's dal,Suriname (Zuid-Amerika)$Plantage Suzanna's Daal,
NG-2009-129-25,Ingenieurskamp,Suriname (Zuid-Amerika),
NG-2009-129-26,"Verklede bemanning van de Halve Maan, in New York",Suriname (Zuid-Amerika)$New York,
RP-F-BR-2011-1-1,"Portret van twee jonge mannen, Suriname$Frimangron",Frimangron,
RP-F-BR-2011-1-2,"Portret van twee jonge mannen, Suriname$Frimangron",Frimangron,
RP-F-BR-2011-1-3,"Paramaribo, Jodenbreestraat$Frimangron",Paramaribo (stad),
RP-F-BR-2011-1-4,Lobo en Estelle thuis$Frimangron,Paramaribo (stad),
RP-F-BR-2011-1-5,Lobo en Estelle$Frimangron,Paramaribo (stad),
RP-F-BR-2011-1-6,"Het erfje, in het eerste huis wonen Lobo en Estelle$Frimangron",Paramaribo (stad),
RP-F-BR-2011-1-7,Lobo onderweg$Frimangron,Paramaribo (stad),
RP-F-BR-2011-1-8,Lotenverkoop$Frimangron,Paramaribo (stad),
RP-F-BR-2011-1-9,Tussenhandel in staatsloten$Frimangron,Paramaribo (stad),
RP-F-BR-2011-1-10,Estelle met het pakje brood voor haar mijnheer$Frimangron,Paramaribo (stad),
RP-F-BR-2011-1-11,Estelle met het pakje brood voor haar mijnheer$Frimangron,Paramaribo (stad),
RP-F-BR-2011-1-12,Uitbetaling van de AOW en kinderbijslag te Mariënburg vlak voor de verkiezingen van 1973$Frimangron,Mariënburg (Suriname),
RP-F-BR-2011-1-13,Vrouwen staan in de rij voor de uitbetaling van de AOW en kinderbijslag te Mariënburg vlak voor de verkiezingen van 1973$Frimangron,Mariënburg (Suriname),
RP-F-BR-2011-1-14,In de rij voor uitbetaling van de AOW en kinderbijslag te Mariënburg vlak voor de verkiezingen van 1973$Frimangron,Mariënburg (Suriname),
RP-F-BR-2011-1-15,Wachten op uitbetaling van de AOW en kinderbijslag te Mariënburg vlak voor de verkiezingen van 1973$Frimangron,Paramaribo (stad),
RP-F-BR-2011-1-16,Bewoonsters van 's-Lands Grond$Frimangron,Paramaribo (stad),
RP-F-BR-2011-1-17,Bejaarde vrouw in het Weldadigheidsgesticht$Frimangron,Paramaribo (stad),
RP-F-BR-2011-1-18,"'s-Lands Weldadigheidsgesticht, bewoner van de afdeling psychiatrie$Frimangron",Paramaribo (stad),
RP-F-BR-2011-1-19,"'s-Lands Weldadigheidsgesticht, mannenzaal$Frimangron",Paramaribo (stad),
RP-F-BR-2011-1-20,"'s-Lands Weldadigheidsgesticht, vrouwenzaal$Frimangron",Paramaribo (stad),
RP-F-BR-2011-1-21,Ultramodern bejaardenhuis van de EBG$Frimangron,Paramaribo (stad),
RP-F-BR-2011-1-22,Hindostaans bejaardenoord Jai Govind$Frimangron,Paramaribo (stad),
RP-F-BR-2011-1-23,Witte pater in 's-Lands Weldadigheidsgesticht$Frimangron,Paramaribo (stad),
RP-F-BR-2011-1-24,Een oud echtpaar$Frimangron,Paramaribo (stad),
RP-F-BR-2011-1-25,"Hoelasi Bihari en Karhili Parbati, emigranten echtpaar, in 1913 uit India naar Suriname gekomen$Frimangron",Paramaribo (stad),
RP-F-BR-2011-1-26,"Hoelasi Bihari en Karhili Parbati, emigranten echtpaar, in 1913 uit India naar Suriname gekomen$Frimangron",Paramaribo (stad),
RP-F-BR-2011-1-27,"Mevrouw Bihari huilt als ze vertelt over India, en over haar komst naar Suriname$Frimangron",Paramaribo (stad),
RP-F-BR-2011-1-28,Affiche voor Indiase film$Frimangron,Paramaribo (stad),
RP-F-BR-2011-1-29,Bedelaar$Frimangron,Paramaribo (stad),
RP-F-BR-2011-1-30,Hindostaanse lijkverbranding$Frimangron,Paramaribo (stad),
