recordnummer;objectnummer;titel;beschrijving;vervaardiger;datering.datum.start;datering.datum.eind;objectnaam;materiaal;classificatiecode;inhoud.classificatie.code;geografisch_trefwoord;inhoud.hoofdmotief.algemeen;inhoud.hoofdmotief.specifiek;inhoud.onderwerp;inhoud.persoon.naam;PID_data.URI;PID_werk.URI
478367;NG-2009-130-5;Groepsfoto van een verkleed gezelschap;Een verkleed gezelschap poseert voor de fotograaf. De aanleiding is vermoedelijk een toneelvoorstelling. Onderdeel van een groep foto's van de familie Boom-Gonggrijp in Suriname.$Verkleed gezelschap: een vrouw verkleed als indiaan, anderen uitgedost als een Amerikaan en kolonist. Onderdeel van een groep foto's van de familie Boom-Gonggrijp in Suriname.;Curiel, Augusta;1912-11-29;1912-11-29;foto;fotodrager;"";48C853$61B113$32B342(+3)$32B312(AMERICANS);Paramaribo (stad);overzeese geschiedenis$cultuurgeschiedenis$feest$oorspronkelijke bewoners van Amerika;"";"";"";https://data.rijksmuseum.nl/200514411;https://id.rijksmuseum.nl/200514411
478368;NG-2009-130-6;Volksspelen op Koninginnedag op het Gouvernementsplein;Een menigte voor het Gouvernementspaleis te Paramaribo tijdens volksspelen bij de viering van Koninginnedag op 31 augustus 1905. Onderdeel van een groep foto's van de familie Boom-Gonggrijp in Suriname.;Klein, Eugen;1905-08-31;1905-08-31;foto;fotodrager;"";43A411$43A4123;Paramaribo (stad)$Gouvernementspaleis$Gouvernementsplein;overzeese geschiedenis$Koninklijk Huis;"";Koninginnedag;"";https://data.rijksmuseum.nl/200514412;https://id.rijksmuseum.nl/200514412
478369;NG-2009-130-7;Officiële plechtigheid op het Gouvernementsplein;Soldaten in een rij opgesteld voor het gebouw van het Ministerie van Financiën op het Gouvernementsplein te Paramaribo. Onderdeel van een groep foto's van de familie Boom-Gonggrijp in Suriname.;anoniem;1905;1910;foto;fotodrager;"";43A411;Paramaribo (stad)$Gouvernementsplein;overzeese geschiedenis;"";"";"";https://data.rijksmuseum.nl/200514413;https://id.rijksmuseum.nl/200514413
478370;NG-2009-130-8;Het laatste saluut aan gouverneur Cornelis Lely bij zijn afscheid als gouverneur van Suriname (1902-1905);Officiële plechtigheid bij een steiger aan het water. Het laatste saluut aan gouverneur Cornelis Lely bij zijn afscheid als gouverneur van Suriname (1902-1905) op 12 september 1905. Onderdeel van een groep foto's van de familie Boom-Gonggrijp in Suriname.;Klein, Eugen;1905-09-12;1905-09-12;foto;fotodrager;"";43A411$33A2;Suriname (Zuid-Amerika)$Paramaribo (stad);overzeese geschiedenis$politieke geschiedenis;"";"";Lely, Cornelis;https://data.rijksmuseum.nl/200514414;https://id.rijksmuseum.nl/200514414
478371;NG-2009-130-9;Twee mannen staan op de trap van vermoedelijk de plantagewoning Morgenstond;Twee mannen op een trap van een plantagewoning, vermoedelijk de plantagewoning Morgenstond. Onderdeel van een groep foto's van de familie Boom-Gonggrijp in Suriname.;Schroeder, W.W.;1900;1910;foto;fotodrager$karton;"";"";Suriname (Zuid-Amerika)$Plantage Morgenstond;overzeese geschiedenis$economische geschiedenis$plantage;"";"";"";https://data.rijksmuseum.nl/200514415;https://id.rijksmuseum.nl/200514415
478713;NG-2009-125-1;Woningen op plantage Clevia;Houten brug naar enkele gebouwen op de plantage Clevia. Op de brug staat een jonge vrouw. Onderdeel van het fotoalbum over de familie Gonggrijp op de plantages Clevia en Morgenstond in Suriname rond 1910.;anoniem;1910;1910;foto;fotodrager;"";25K182;Suriname (Zuid-Amerika)$Plantage Clevia;overzeese geschiedenis$economische geschiedenis$plantage;"";"";"";https://data.rijksmuseum.nl/200514723;https://id.rijksmuseum.nl/200514723
478716;NG-2009-126-15;Twee vrouwen proosten op Koninginnedag aan boord van een schip;Twee vrouwen proosten op Koninginnedag (31 augustus) aan boord van een schip, ca. 1910. Rechts Maria Gonggrijp. Losse foto in het fotoalbum over de jeugd van Maria Gonggrijp op de plantages Nijd en Spijt en Morgenstond in Suriname.;anoniem;1910;1910;foto;fotodrager;"";"";Suriname (Zuid-Amerika)$Plantage Nijd en Spijt$Plantage Morgenstond;overzeese geschiedenis;"";Koninginnedag;Gonggrijp, Maria;https://data.rijksmuseum.nl/200514726;https://id.rijksmuseum.nl/200514726
478721;NG-2009-131;Aanleg van de Lawaspoorweg in Suriname;Fotoalbum over de aanleg van de Lawaspoorweg in Suriname. Album in omslag van bruin imitatieleer. Schutblad met tekst: 'Samengesteld door: Jacob Evert Wesenhagen, arts etc.'. Binnenwerk bestaat uit 28 bladen en 60 foto's uit de periode 1903-1912. Wesenhagen werkte als geneesheer langs het traject van de spoorweg.;Wesenhagen, Jacob Evert;1903;1912;fotoalbum;fotodrager$karton$imitatieleer$linnen;"";"";Suriname (Zuid-Amerika);overzeese geschiedenis$economische geschiedenis$spoorweg;"";"";Wesenhagen, Jacob Evert;https://data.rijksmuseum.nl/200514730;https://id.rijksmuseum.nl/200514730
478722;NG-2009-132-1;Portret van Jacob Evert Wesenhagen en Jan Palthe Wesenhagen;Rechts, met flesje in de hand, Jacob Evert Wesenhagen op twintig jarige leeftijd. Links Jan Palthe Wesenhagen. Onderdeel van een groep objecten afkomstig van de familie Wesenhagen in Suriname.;anoniem;1882;1882;carte-de-visite;fotodrager;"";"";Suriname (Zuid-Amerika);overzeese geschiedenis$economische geschiedenis$spoorweg;"";"";Wesenhagen, Jacob Evert$Wesenhagen, Johannes;https://data.rijksmuseum.nl/200514731;https://id.rijksmuseum.nl/200514731
478723;NG-2009-133-1;Familie Wesenhagen voor hun woonhuis te Coronie, Suriname;Familie Wesenhagen voor het woonhuis te Coronie, Suriname. Onder de afbeelding staan de handtekeningen geschreven van Jacob Evert Wesenhagen, Frida en Jacqueline. Prentbriefkaart verstuurd in 1901 naar de zoon Wilhelm Wesenhagen op school in Paramaribo. Onderdeel van een groep objecten afkomstig van de familie Wesenhagen in Suriname.;Wesenhagen, Jacob Evert;1899;1901;foto$prentbriefkaart;papier;"";"";Coronie;overzeese geschiedenis;"";"";Wesenhagen, Jacob Evert$Wesenhagen, Frieda Maria;https://data.rijksmuseum.nl/200514732;https://id.rijksmuseum.nl/200514732
479122;NG-2009-132-2;Portret van Jacob Evert Wesenhagen;Ingekleurd portret van Jacob Evert Wesenhagen. Onderdeel van een groep objecten afkomstig van de familie Wesenhagen in Suriname.;Heilbron, Clarissa;1891;1891;carte-de-visite;fotodrager;"";"";Suriname (Zuid-Amerika);overzeese geschiedenis;"";"";Wesenhagen, Jacob Evert;https://data.rijksmuseum.nl/200515114;https://id.rijksmuseum.nl/200515114
479123;NG-2009-132-3;Portret van Jacob Evert Wesenhagen;Portret van Jacob Evert Wesenhagen. Onderdeel van een groep objecten afkomstig van de familie Wesenhagen in Suriname.;Siza, Henrique A.;1890;1890;carte-de-visite;fotodrager;"";"";Suriname (Zuid-Amerika);overzeese geschiedenis$economische geschiedenis;"";"";Wesenhagen, Jacob Evert;https://data.rijksmuseum.nl/200515115;https://id.rijksmuseum.nl/200515115
479124;NG-2009-132-4;Portret van August Kappler, stichter van de stad Albina in Suriname;Portret van August Kappler, stichter van de stad Albina in Suriname. Onderdeel van een groep objecten afkomstig van de familie Wesenhagen in Suriname.;anoniem;1875;1875;foto;blik;"";"";Suriname (Zuid-Amerika)$Albina;overzeese geschiedenis$economische geschiedenis;"";"";Kappler, August;https://data.rijksmuseum.nl/200515116;https://id.rijksmuseum.nl/200515116
479126;NG-2009-132-5;Portret van vermoedelijk Jacqueline Frederika Robles;Portret van een vrouw, vermoedelijk Jacqueline Frederika Robles. Zittend, boek in de hand. Onderdeel van een groep objecten afkomstig van de familie Wesenhagen in Suriname.;Henschel & Co., A.;1863;1863;carte-de-visite;fotodrager;"";"";Suriname (Zuid-Amerika);overzeese geschiedenis;"";"";"";https://data.rijksmuseum.nl/200515118;https://id.rijksmuseum.nl/200515118
479127;NG-2009-132-6;Groepsportret van de Familie Wesenhagen-Loth in Den Haag;Groepsportret van de Familie Wesenhagen-Loth in Den Haag. Op het portret staan elf personen afgebeeld, van wie ten minste drie van Surinaamse komaf. Onderdeel van een groep objecten afkomstig van de familie Wesenhagen in Suriname.;anoniem;1898;1898;foto;fotodrager;"";"";Suriname (Zuid-Amerika)$Den Haag;sociale geschiedenis;"";"";Wesenhagen, Jacob Evert;https://data.rijksmuseum.nl/200515119;https://id.rijksmuseum.nl/200515119
479128;NG-2009-132-7;Jacob Evert Wesenhagen met dochter Frida en zoon Wilhelm;Jacob Evert Wesenhagen met dochter Frida en zoon Wilhelm. Vader en kinderen poseren in de tuin bij fotografe Augusta Curiel, Paramaribo. Onderdeel van een groep objecten afkomstig van de familie Wesenhagen in Suriname.;Curiel, Augusta;1905-04;1905-04;kabinetfoto;fotodrager$karton;"";"";Suriname (Zuid-Amerika);overzeese geschiedenis;"";"";Wesenhagen, Frieda Maria$Wesenhagen, Jacob Evert$Wesenhagen, Wilhelm Martin;https://data.rijksmuseum.nl/200515120;https://id.rijksmuseum.nl/200515120
479129;NG-2009-132-8;Portret van Jacob Evert Wesenhagen;Portret van de arts Jacob Evert Wesenhagen, zittend in een stoel. Onderdeel van een groep objecten afkomstig van de familie Wesenhagen in Suriname.;Thomann, Anton Cornelis;1910;1910;kabinetfoto;fotodrager$karton;"";"";Suriname (Zuid-Amerika);overzeese geschiedenis;"";"";Wesenhagen, Jacob Evert;https://data.rijksmuseum.nl/200515121;https://id.rijksmuseum.nl/200515121
479131;NG-2009-132-9;Interieur van de dienstwoning van geneesheer Jacob Evert Wesenhagen;Interieur van de dienstwoning van geneesheer Jacob Evert Wesenhagen, kamparts bij de aanleg van de Lawaspoorlijn. Onderdeel van een groep objecten afkomstig van de familie Wesenhagen in Suriname.;Wesenhagen, Jacob Evert;1905;1905;foto;fotodrager;"";41A2;Suriname (Zuid-Amerika);overzeese geschiedenis$economische geschiedenis$spoorweg;"";"";Wesenhagen, Jacob Evert;https://data.rijksmuseum.nl/200515123;https://id.rijksmuseum.nl/200515123
479132;NG-2009-132-10;Woning van de geneesheer Wesenhagen in Paramaribo;De woning van de geneesheer Jacob Evert Wesenhagen in Paramaribo. Houten woning met bijgebouw, met op de voorgrond een jongen. Onderdeel van een groep objecten afkomstig van de familie Wesenhagen in Suriname.;Wesenhagen, Jacob Evert;1900;1910;foto;fotodrager;"";41A14;Suriname (Zuid-Amerika)$Paramaribo (stad);overzeese geschiedenis$economische geschiedenis$spoorweg;"";"";Wesenhagen, Jacob Evert;https://data.rijksmuseum.nl/200515124;https://id.rijksmuseum.nl/200515124
479134;NG-2009-132-11;Huiskamer in dienstwoning van geneesheer Jacob Evert Wesenhagen;Interieur van de dienstwoning van geneesheer Jacob Evert Wesenhagen, kamparts bij de aanleg van de Lawaspoorlijn. Onderdeel van een groep objecten afkomstig van de familie Wesenhagen in Suriname. Op de foto zijn cijfers geschreven, corresponderend met opschrift op achterzijde.;Wesenhagen, Jacob Evert;1900;1910;foto;fotodrager;"";41A2;Suriname (Zuid-Amerika);overzeese geschiedenis$economische geschiedenis$spoorweg;"";"";Wesenhagen, Jacob Evert;https://data.rijksmuseum.nl/200515126;https://id.rijksmuseum.nl/200515126
479135;NG-2009-132-12;Interieur van de dienstwoning van geneesheer Jacob Evert Wesenhagen;Veranda van tijdelijke dienstwoning van geneesheer Jacob Evert Wesenhagen, met piano, juli 1906. Onderdeel van een groep objecten afkomstig van de familie Wesenhagen in Suriname.;Wesenhagen, Jacob Evert;1906-07;1906-07;foto;fotodrager;"";41A2;Suriname (Zuid-Amerika);overzeese geschiedenis$economische geschiedenis$spoorweg;"";"";Wesenhagen, Jacob Evert;https://data.rijksmuseum.nl/200515127;https://id.rijksmuseum.nl/200515127
479137;NG-2009-132-13;Koninginnedag 1905 op het Gouvernementsplein bij buiten-sociëteit Het Park, Paramaribo;Koninginnedag 1905 op het Gouvernementsplein bij buiten-sociëteit Het Park, Paramaribo. Groepsfoto van feestvierende mensen zittend en staand bij een bankje. Onderdeel van een groep objecten afkomstig van de familie Wesenhagen in Suriname.;Klein, Eugen;1905-08-31;1905-08-31;foto;fotodrager;"";43A411$43A412;Paramaribo (stad);overzeese geschiedenis$Koninklijk Huis;"";Koninginnedag;"";https://data.rijksmuseum.nl/200515128;https://id.rijksmuseum.nl/200515128
479138;NG-2009-132-14;Een palmentuin of plantage in Suriname;Een palmentuin of plantage met middenpad, ergens in Suriname. Palmbladeren en struikgewas zijn bij getekend. Onderdeel van een groep objecten afkomstig van de familie Wesenhagen in Suriname.;anoniem;1900;1900;foto;fotodrager$karton;"";25K182$25G3(PALM-TREE);Suriname (Zuid-Amerika);overzeese geschiedenis;"";"";"";https://data.rijksmuseum.nl/200515129;https://id.rijksmuseum.nl/200515129
479139;NG-2009-132-15;Een officiële bijeenkomst, ergens in Suriname;Een feestelijke bijeenkomst, ergens in Suriname. Surinamers gekleed in koto missie, op de rug gezien. Onderdeel van een groep objecten afkomstig van de familie Wesenhagen in Suriname.;anoniem;1900;1900;foto;fotodrager$karton;"";43A4;Suriname (Zuid-Amerika);overzeese geschiedenis$economische geschiedenis;"";"";"";https://data.rijksmuseum.nl/200515130;https://id.rijksmuseum.nl/200515130
479140;NG-2009-132-16;Bouw kabelbrug over de Surinamerivier;Rivierlandschap, waarschijnlijk de bouw van de kabelbrug over de Surinamerivier. Onderdeel van een groep objecten afkomstig van de familie Wesenhagen in Suriname.;anoniem;1900;1910;foto;fotodrager;"";46C112;Suriname (Zuid-Amerika)$Surinamerivier;overzeese geschiedenis$economische geschiedenis;"";"";Wesenhagen, Jacob Evert;https://data.rijksmuseum.nl/200515131;https://id.rijksmuseum.nl/200515131
479141;NG-2009-132-17;De 'jaja', de kinderjuffrouw van de familie Wesenhagen, de 'nenne'$Zaza, kinderjuffrouw van de familie Wesenhagen, de 'nenne';De kinderjuffrouw van de familie Wesenhagen, de 'nenne'. Surinaamse vrouw poseert in koto missie. Onderdeel van een groep objecten afkomstig van de familie Wesenhagen in Suriname.;anoniem;1900;1920;foto;fotodrager$karton;"";42F51;Suriname (Zuid-Amerika);overzeese geschiedenis$sociale geschiedenis;"";"";Wesenhagen, Jacob Evert;https://data.rijksmuseum.nl/200515132;https://id.rijksmuseum.nl/200515132
479142;NG-2009-132-18;Aanleg spoorweg in Suriname;Grondwerk bij de aanleg Lawaspoorweg in Suriname in de jaren 1903-1912, bij km 173, richting Kabelstation-Dam. Onderdeel van een groep objecten afkomstig van de familie Wesenhagen in Suriname.;Wesenhagen, Jacob Evert;1905;1910;foto;fotodrager;"";46C1511;Suriname (Zuid-Amerika);overzeese geschiedenis$economische geschiedenis$spoorweg;"";"";"";https://data.rijksmuseum.nl/200515133;https://id.rijksmuseum.nl/200515133
479143;NG-2009-132-19;Woonhuizen van plantagearbeiders op een plantage ergens in Suriname;Woonhuizen vermoedelijk van arbeiders op een plantage  in Suriname. Onderdeel van een groep objecten afkomstig van de familie Wesenhagen in Suriname.;anoniem;1900;1910;foto;fotodrager$karton;"";"";Suriname (Zuid-Amerika)$Plantage Morgenstond;overzeese geschiedenis$economische geschiedenis$plantage$arbeiders;"";"";"";https://data.rijksmuseum.nl/200515134;https://id.rijksmuseum.nl/200515134
479144;NG-2009-132-20;Rivieroever in Suriname;Rivierbedding in de buurt van het dorp Gégé in Suriname met twee personen aan de waterkant. Onderdeel van een groep objecten afkomstig van de familie Wesenhagen in Suriname.;anoniem;1900;1910;foto;fotodrager;"";25K1;Suriname (Zuid-Amerika);overzeese geschiedenis;"";"";"";https://data.rijksmuseum.nl/200515135;https://id.rijksmuseum.nl/200515135
479145;NG-2009-132-21;Aanleg van een spoorweg bij de Sarakreek in Suriname$Familie Wesenhagen in Suriname;Aanleg van de Lawaspoorweg in Suriname in de jaren 1903-1912, bij de Sarakreek in Suriname. De opzichter Overlaan, een Chinese huisjongen en een fotograaf aan het werk. Onderdeel van een groep objecten afkomstig van de familie Wesenhagen in Suriname.;Wesenhagen, Jacob Evert;1905;1910;foto;fotodrager;"";46C1511;Suriname (Zuid-Amerika);overzeese geschiedenis$economische geschiedenis$spoorweg;"";"";"";https://data.rijksmuseum.nl/200515136;https://id.rijksmuseum.nl/200515136
479146;NG-2009-132-22;Mamadam in de Sarakreek;Stroomversnelling in de Sarakreek bij de Mamadam, op de voorgrond gekapte bomen. Onderdeel van een groep objecten afkomstig van de familie Wesenhagen in Suriname.;Wesenhagen, Jacob Evert;1900;1910;foto;fotodrager;"";46C1511;Suriname (Zuid-Amerika);overzeese geschiedenis$economische geschiedenis$spoorweg;"";"";"";https://data.rijksmuseum.nl/200515137;https://id.rijksmuseum.nl/200515137
479147;NG-2009-132-23;Aanleg spoorweg bij Kabelstation Zuid;Kabelstation Zuid. Werk aan het tracé van de Lawaspoorweg in Suriname in de jaren 1903-1912. Onderdeel van een groep objecten afkomstig van de familie Wesenhagen in Suriname.;Wesenhagen, Jacob Evert;1905;1910;foto;fotodrager;"";46C1511;Suriname (Zuid-Amerika);overzeese geschiedenis$economische geschiedenis$spoorweg;"";"";Wesenhagen, Jacob Evert;https://data.rijksmuseum.nl/200515138;https://id.rijksmuseum.nl/200515138
479150;NG-2009-132-24;Groepsportret van lokale Surinaamse bevolking;Groepsportret van Surinamers, poserend op trap, vermoedelijk bij de dienstwoning van Jacob Evert Wesenhagen. Onderdeel van een groep objecten afkomstig van de familie Wesenhagen in Suriname.;Wesenhagen, Jacob Evert;1905;1905;foto;fotodrager;"";61B113;Suriname (Zuid-Amerika);overzeese geschiedenis$sociale geschiedenis;"";"";Wesenhagen, Jacob Evert;https://data.rijksmuseum.nl/200515141;https://id.rijksmuseum.nl/200515141
479151;NG-2009-132-25;Riviergezicht met bedrijvigheid in Suriname;Riviergezicht met bedrijvigheid, met pijpleiding en een huis. Onderdeel van een groep objecten afkomstig van de familie Wesenhagen in Suriname.;Wesenhagen, Jacob Evert;1905;1910;foto;fotodrager;"";25K1;Suriname (Zuid-Amerika);overzeese geschiedenis$economische geschiedenis;"";"";Wesenhagen, Jacob Evert;https://data.rijksmuseum.nl/200515142;https://id.rijksmuseum.nl/200515142
479152;NG-2009-132-26;Aanleg spoorweg langs de Sarakreek in Suriname$Familie Wesenhagen in Suriname;Grondwerk bij de aanleg spoorweg langs de Sarakreek in Suriname. Aanleg van de Lawaspoorweg in Suriname in de jaren 1903-1912. Onderdeel van een groep objecten afkomstig van de familie Wesenhagen in Suriname.;Wesenhagen, Jacob Evert;1905;1910;foto;fotodrager;"";46C1511;Suriname (Zuid-Amerika);overzeese geschiedenis$economische geschiedenis$spoorweg;"";"";"";https://data.rijksmuseum.nl/200515143;https://id.rijksmuseum.nl/200515143
479153;NG-2009-132-27;Gouvernementspaleis te Paramaribo;Gezicht op het Gouvernementspaleis te Paramaribo, met de Nederlandse vlag in de mast. Onderdeel van een groep objecten afkomstig van de familie Wesenhagen in Suriname.;anoniem;1900;1910;foto;fotodrager;"";44B21;Suriname (Zuid-Amerika)$Gouvernementspaleis;overzeese geschiedenis$economische geschiedenis;"";"";"";https://data.rijksmuseum.nl/200515144;https://id.rijksmuseum.nl/200515144
479154;NG-2009-132-28;Laan met palmen, ergens in Suriname;Landschap met kokospalmen langs een pad. Onderdeel van een groep objecten afkomstig van de familie Wesenhagen in Suriname.;anoniem;1900;1910;foto;fotodrager;"";25K1;Suriname (Zuid-Amerika);overzeese geschiedenis$economische geschiedenis;"";"";"";https://data.rijksmuseum.nl/200515145;https://id.rijksmuseum.nl/200515145
479155;NG-2009-132-29;Aanleg van de spoorweg bij Dam, Suriname;Arbeiders vervoeren materiaal over een werkbrug, bij Dam op km 173. Aanleg van de Lawaspoorweg in Suriname in de jaren 1903-1912. Onderdeel van een groep objecten afkomstig van de familie Wesenhagen in Suriname.;Wesenhagen, Jacob Evert;1905;1910;foto;fotodrager;"";46C1511;Suriname (Zuid-Amerika);overzeese geschiedenis$economische geschiedenis$spoorweg;"";"";"";https://data.rijksmuseum.nl/200515146;https://id.rijksmuseum.nl/200515146
479157;NG-2009-132-30;Picknick op het strand;Picknick op het strand bij de Surinamerivier. Op de achtergrond een keet met de Nederlandse vlag. Onderdeel van een groep objecten afkomstig van de familie Wesenhagen in Suriname.;Wesenhagen, Jacob Evert;1905;1910;foto;fotodrager;"";43B12$46C541;Suriname (Zuid-Amerika)$Surinamerivier;overzeese geschiedenis$economische geschiedenis;"";"";"";https://data.rijksmuseum.nl/200515148;https://id.rijksmuseum.nl/200515148
479158;NG-2009-132-31;Stadsgezicht in Suriname met spooraanleg;Vermoedelijk de Waterkant in Paramaribo, waar gewerkt wordt aan de aanleg van de spoorlijn, waarschijnlijk de aanleg van de Lawaspoorweg in Suriname in de jaren 1903-1912. Onderdeel van een groep objecten afkomstig van de familie Wesenhagen in Suriname.;anoniem;1905;1910;foto;fotodrager;"";46C1511$25I1;Suriname (Zuid-Amerika)$Paramaribo (stad);overzeese geschiedenis$economische geschiedenis$spoorweg;"";"";"";https://data.rijksmuseum.nl/200515149;https://id.rijksmuseum.nl/200515149
479173;NG-2009-132-32;Hutjes in Suriname;Hutjes in de buurt van een rivier, mogelijk dienstwoningen van werknemers aan de Lawaspoorlijn, Suriname. Onderdeel van een groep objecten afkomstig van de familie Wesenhagen in Suriname.;Wesenhagen, Jacob Evert;1905;1910;foto;fotodrager;"";25K1;Suriname (Zuid-Amerika);overzeese geschiedenis$economische geschiedenis$spoorweg;"";"";"";https://data.rijksmuseum.nl/200515163;https://id.rijksmuseum.nl/200515163
